,ISO,period,country_x,Cost of service is too high,Cost of the equipment is too high,Cultural reasons,Do not need the Internet,Have access to the Internet elsewhere,Internet service is available but it does not correspond to household needs,Internet service is not available in the area,No electricity in the household,Other reason,Privacy or security concerns,Individuals using the Internet (% of population),2G Wireless Access
802,ZAF,2015,South Africa,,20.3825,0.322809,22.0087,2.73899,,0.349318,,,,51.91911572,99.9
803,ZAF,2016,South Africa,,26.8845,0.307997,42.1827,3.06347,,0.349318,,,,54.0,99.6
804,ZAF,2017,South Africa,,26.8845,0.307997,42.1827,3.06347,,0.349318,,,,54.0,99.6
805,ZAF,2018,South Africa,,26.8845,0.307997,42.1827,3.06347,,0.349318,,,,54.0,99.6
806,ZAF,2019,South Africa,,26.8845,0.307997,42.1827,3.06347,,0.349318,,,,54.0,99.6
807,ZAF,2020,South Africa,,26.8845,0.307997,42.1827,3.06347,,0.349318,,,,54.0,99.6
808,ZAF,2021,South Africa,,26.8845,0.307997,42.1827,3.06347,,0.349318,,,,54.0,99.6
809,ZAF,2022,South Africa,,26.8845,0.307997,42.1827,3.06347,,0.349318,,,,54.0,99.6
810,ZWE,2013,,,,,,,,,,,,,
811,ZWE,2014,Zimbabwe,45.4069,73.397,3.14927,24.9905,2.38016,3.40076,9.74315,,,3.74196,16.36473996,88.0
812,ZWE,2015,Zimbabwe,45.4069,73.397,3.14927,24.9905,2.38016,3.40076,9.74315,,,3.74196,16.36473996,88.0
813,ZWE,2016,Zimbabwe,45.4069,73.397,3.14927,24.9905,2.38016,3.40076,9.74315,,,3.74196,16.36473996,88.0
814,ZWE,2017,Zimbabwe,45.4069,73.397,3.14927,24.9905,2.38016,3.40076,9.74315,,,3.74196,16.36473996,88.0
815,ZWE,2018,Zimbabwe,45.4069,73.397,3.14927,24.9905,2.38016,3.40076,9.74315,,,3.74196,16.36473996,88.0
816,ZWE,2019,Zimbabwe,45.4069,73.397,3.14927,24.9905,2.38016,3.40076,9.74315,,,3.74196,16.36473996,88.0
817,ZWE,2020,Zimbabwe,43.9896,69.1452,2.39364,22.4577,2.49531,1.7192,9.68674,5.90886,8.82926,0.798747,29.29856532,93.44
818,ZWE,2021,Zimbabwe,43.9896,69.1452,2.39364,22.4577,2.49531,1.7192,9.68674,5.90886,8.82926,0.798747,29.29856532,93.44
819,ZWE,2022,Zimbabwe,43.9896,69.1452,2.39364,22.4577,2.49531,1.7192,9.68674,5.90886,8.82926,0.798747,29.29856532,93.44
