period,country,indicator,breakdown,unit,value,flags
2019,LU,i_dsk_bab,ind_total,pc_ind,64.58,b
2019,LV,i_dsk_bab,ind_total,pc_ind,42.96,b
2019,MT,i_dsk_bab,ind_total,pc_ind,55.82,
2019,NL,i_dsk_bab,ind_total,pc_ind,79.37,
2019,PL,i_dsk_bab,ind_total,pc_ind,44.45,
2019,PT,i_dsk_bab,ind_total,pc_ind,51.76,
2019,RO,i_dsk_bab,ind_total,pc_ind,30.97,
2019,SE,i_dsk_bab,ind_total,pc_ind,72.42,u
2019,SI,i_dsk_bab,ind_total,pc_ind,55.13,
2019,SK,i_dsk_bab,ind_total,pc_ind,53.87,
